Date,Price,Open,High,Low,Vol.,Change %,MA10,MA50,MA200,RSI,MOM_S,VOL_T,T_OSC,BPI,BRI,SENT_S
2023-08-21,26126.0,26190.8,26220.9,25850.8,41100.0,-0.25,27718.170000000002,29409.69,27321.9575,17.718864046310713,-2600.2999999999993,1099.3400000000001,-1691.5199999999968,1073.7786,0,0.0
2023-08-22,26039.9,26126.8,26138.8,25481.9,47720.0,-0.33,27379.340000000004,29307.462000000003,27335.001,6.344756698670835,-595.7999999999993,574.2400000000001,-1928.1219999999994,1242.624028,0,0.0
2023-08-23,26436.2,26042.0,26807.7,25812.6,60960.0,1.52,27092.95,29220.818,27350.563000000002,14.916473110594993,383.0,551.0800000000003,-2127.8679999999986,1611.550752,0,0.0
2023-08-24,26177.0,26436.2,26560.5,25943.6,41040.0,-0.98,26767.98,29134.102,27366.768000000004,14.494986761578218,77.59999999999854,581.9200000000004,-2366.1219999999994,1074.30408,0,0.0
2023-08-25,26057.2,26176.1,26265.7,25811.6,39960.0,-0.46,26454.170000000002,29056.984,27383.245,14.212452653530264,-133.59999999999854,618.6200000000011,-2602.8139999999985,1041.245712,0,0.0
2023-08-26,26017.1,26057.2,26114.1,25993.5,12090.0,-0.15,26183.25,28970.397999999997,27397.072,13.957862259884607,-108.90000000000146,568.7200000000005,-2787.1479999999974,314.546739,0,0.0
2023-08-27,26100.6,26017.1,26176.8,25968.7,14290.0,0.32,26129.739999999998,28886.634000000005,27412.751999999997,15.872,60.69999999999709,478.9600000000006,-2756.8940000000075,372.977574,0,0.0
2023-08-28,26118.9,26100.6,26215.7,25891.0,28840.0,0.07,26136.309999999998,28805.674,27434.384,13.882337526205461,-317.2999999999993,344.8800000000003,-2669.3640000000014,753.269076,0,0.0
2023-08-29,27723.9,26118.1,28046.0,25919.8,98320.0,6.14,26298.76,28751.845999999998,27464.8285,37.64111006585138,1546.9000000000015,646.7400000000001,-2453.0859999999993,2725.813848,0,0.0
2023-08-30,27298.8,27723.9,27757.3,27043.2,46540.0,-1.53,26409.560000000005,28685.356,27492.0235,37.92076359390072,1241.5999999999985,698.7399999999994,-2275.795999999995,1270.486152,0,0.0
2023-08-31,25937.3,27300.6,27464.5,25731.0,69110.0,-4.99,26390.690000000002,28596.356,27512.776,43.25842696629212,-79.79999999999927,1021.3199999999997,-2205.6659999999974,1792.526803,0,0.0
2023-09-01,25803.2,25938.3,26144.9,25361.9,58080.0,-0.52,26367.02,28483.097999999998,27532.929,47.35807583379127,-297.3999999999978,1136.3,-2116.0779999999977,1498.649856,0,0.0
2023-09-02,25869.7,25803.5,25977.4,25752.7,21240.0,0.26,26310.370000000003,28394.144,27551.285,47.582970305364384,-249.20000000000073,1116.3,-2083.7739999999976,549.472428,0,0.0
2023-09-03,25971.0,25869.7,26090.4,25816.6,21360.0,0.39,26289.77,28307.735999999997,27559.500500000002,47.69195228494625,-1752.9000000000015,745.8200000000004,-2017.9659999999967,554.74056,0,0.0
2023-09-04,25823.3,25971.0,26094.2,25660.9,27130.0,-0.57,26266.379999999997,28219.492,27570.918999999998,46.875838579832795,-1475.5,689.6600000000005,-1953.112000000001,700.586129,0,0.0
2023-09-05,25790.2,25824.4,25864.0,25596.3,28400.0,-0.13,26243.690000000002,28132.501999999997,27577.0025,47.39434415110091,-147.09999999999854,396.50000000000074,-1888.8119999999944,732.44168,0,0.0
2023-09-06,25758.0,25790.1,26018.4,25411.7,37780.0,-0.13,26209.43,28050.325999999997,27582.635500000004,42.340877264308624,-45.20000000000073,361.24000000000086,-1840.895999999997,973.13724,0,0.0
2023-09-07,26249.8,25758.0,26417.7,25626.5,39770.0,1.91,26222.52,27977.127999999997,27592.37,50.78111587982831,380.09999999999854,474.5400000000009,-1754.6079999999965,1043.954546,0,0.0
